_id,Disease,Year,PROVINCE,Week_no,Count
9316,Hand Foot Mouth,2015,Yasothon,35,6.0
9317,Hand Foot Mouth,2015,Yasothon,36,6.0
9318,Hand Foot Mouth,2015,Yasothon,37,10.0
9319,Hand Foot Mouth,2015,Yasothon,38,8.0
9320,Hand Foot Mouth,2015,Yasothon,39,4.0
9321,Hand Foot Mouth,2015,Yasothon,40,2.0
9322,Hand Foot Mouth,2015,Yasothon,41,3.0
9323,Hand Foot Mouth,2015,Yasothon,42,2.0
9324,Hand Foot Mouth,2015,Yasothon,43,3.0
9325,Hand Foot Mouth,2015,Yasothon,44,8.0
9326,Hand Foot Mouth,2015,Yasothon,45,2.0
9327,Hand Foot Mouth,2015,Yasothon,46,2.0
9328,Hand Foot Mouth,2015,Yasothon,47,1.0
9329,Hand Foot Mouth,2015,Yasothon,48,2.0
9330,Hand Foot Mouth,2015,Yasothon,49,1.0
9331,Hand Foot Mouth,2015,Yasothon,50,4.0
9332,Hand Foot Mouth,2015,Yasothon,51,1.0
9333,Hand Foot Mouth,2015,Yasothon,52,3.0
9334,Hand Foot Mouth,2015,Chaiyaphum,1,2.0
9335,Hand Foot Mouth,2015,Chaiyaphum,2,2.0
9336,Hand Foot Mouth,2015,Chaiyaphum,3,8.0
9337,Hand Foot Mouth,2015,Chaiyaphum,4,5.0
9338,Hand Foot Mouth,2015,Chaiyaphum,5,3.0
9339,Hand Foot Mouth,2015,Chaiyaphum,6,10.0
9340,Hand Foot Mouth,2015,Chaiyaphum,7,10.0
9341,Hand Foot Mouth,2015,Chaiyaphum,8,9.0
9342,Hand Foot Mouth,2015,Chaiyaphum,9,13.0
9343,Hand Foot Mouth,2015,Chaiyaphum,10,11.0
9344,Hand Foot Mouth,2015,Chaiyaphum,11,8.0
9345,Hand Foot Mouth,2015,Chaiyaphum,12,9.0
9346,Hand Foot Mouth,2015,Chaiyaphum,13,3.0
9347,Hand Foot Mouth,2015,Chaiyaphum,14,2.0
9348,Hand Foot Mouth,2015,Chaiyaphum,15,6.0
9349,Hand Foot Mouth,2015,Chaiyaphum,16,6.0
9350,Hand Foot Mouth,2015,Chaiyaphum,17,8.0
9351,Hand Foot Mouth,2015,Chaiyaphum,18,8.0
9352,Hand Foot Mouth,2015,Chaiyaphum,19,4.0
9353,Hand Foot Mouth,2015,Chaiyaphum,20,4.0
9354,Hand Foot Mouth,2015,Chaiyaphum,21,9.0
9355,Hand Foot Mouth,2015,Chaiyaphum,22,9.0
9356,Hand Foot Mouth,2015,Chaiyaphum,23,6.0
9357,Hand Foot Mouth,2015,Chaiyaphum,24,12.0
9358,Hand Foot Mouth,2015,Chaiyaphum,25,22.0
9359,Hand Foot Mouth,2015,Chaiyaphum,26,24.0
9360,Hand Foot Mouth,2015,Chaiyaphum,27,22.0
9361,Hand Foot Mouth,2015,Chaiyaphum,28,12.0
9362,Hand Foot Mouth,2015,Chaiyaphum,29,16.0
9363,Hand Foot Mouth,2015,Chaiyaphum,30,20.0
9364,Hand Foot Mouth,2015,Chaiyaphum,31,15.0
9365,Hand Foot Mouth,2015,Chaiyaphum,32,15.0
9366,Hand Foot Mouth,2015,Chaiyaphum,33,19.0
9367,Hand Foot Mouth,2015,Chaiyaphum,34,22.0
9368,Hand Foot Mouth,2015,Chaiyaphum,35,22.0
9369,Hand Foot Mouth,2015,Chaiyaphum,36,17.0
9370,Hand Foot Mouth,2015,Chaiyaphum,37,22.0
9371,Hand Foot Mouth,2015,Chaiyaphum,38,19.0
9372,Hand Foot Mouth,2015,Chaiyaphum,39,18.0
9373,Hand Foot Mouth,2015,Chaiyaphum,40,21.0
9374,Hand Foot Mouth,2015,Chaiyaphum,41,4.0
9375,Hand Foot Mouth,2015,Chaiyaphum,42,2.0
9376,Hand Foot Mouth,2015,Chaiyaphum,43,8.0
9377,Hand Foot Mouth,2015,Chaiyaphum,44,3.0
9378,Hand Foot Mouth,2015,Chaiyaphum,45,5.0
9379,Hand Foot Mouth,2015,Chaiyaphum,46,7.0
9380,Hand Foot Mouth,2015,Chaiyaphum,47,4.0
9381,Hand Foot Mouth,2015,Chaiyaphum,48,12.0
9382,Hand Foot Mouth,2015,Chaiyaphum,49,2.0
9383,Hand Foot Mouth,2015,Chaiyaphum,50,11.0
9384,Hand Foot Mouth,2015,Chaiyaphum,51,9.0
9385,Hand Foot Mouth,2015,Chaiyaphum,52,3.0
9386,Hand Foot Mouth,2015,Amnat Charoen,1,4.0
9387,Hand Foot Mouth,2015,Amnat Charoen,2,3.0
9388,Hand Foot Mouth,2015,Amnat Charoen,3,5.0
9389,Hand Foot Mouth,2015,Amnat Charoen,4,9.0
9390,Hand Foot Mouth,2015,Amnat Charoen,5,5.0
9391,Hand Foot Mouth,2015,Amnat Charoen,6,4.0
9392,Hand Foot Mouth,2015,Amnat Charoen,7,6.0
9393,Hand Foot Mouth,2015,Amnat Charoen,8,5.0
9394,Hand Foot Mouth,2015,Amnat Charoen,9,4.0
9395,Hand Foot Mouth,2015,Amnat Charoen,10,7.0
9396,Hand Foot Mouth,2015,Amnat Charoen,11,7.0
9397,Hand Foot Mouth,2015,Amnat Charoen,12,1.0
9398,Hand Foot Mouth,2015,Amnat Charoen,13,2.0
9399,Hand Foot Mouth,2015,Amnat Charoen,14,1.0
9400,Hand Foot Mouth,2015,Amnat Charoen,15,8.0
9401,Hand Foot Mouth,2015,Amnat Charoen,16,8.0
9402,Hand Foot Mouth,2015,Amnat Charoen,17,1.0
9403,Hand Foot Mouth,2015,Amnat Charoen,18,8.0
9404,Hand Foot Mouth,2015,Amnat Charoen,19,2.0
9405,Hand Foot Mouth,2015,Amnat Charoen,20,3.0
9406,Hand Foot Mouth,2015,Amnat Charoen,21,5.0
9407,Hand Foot Mouth,2015,Amnat Charoen,22,13.0
9408,Hand Foot Mouth,2015,Amnat Charoen,23,13.0
9409,Hand Foot Mouth,2015,Amnat Charoen,24,13.0
9410,Hand Foot Mouth,2015,Amnat Charoen,25,11.0
9411,Hand Foot Mouth,2015,Amnat Charoen,26,2.0
9412,Hand Foot Mouth,2015,Amnat Charoen,27,7.0
9413,Hand Foot Mouth,2015,Amnat Charoen,28,4.0
9414,Hand Foot Mouth,2015,Amnat Charoen,29,7.0
9415,Hand Foot Mouth,2015,Amnat Charoen,30,6.0
9416,Hand Foot Mouth,2015,Amnat Charoen,31,4.0
9417,Hand Foot Mouth,2015,Amnat Charoen,32,8.0
9418,Hand Foot Mouth,2015,Amnat Charoen,33,2.0
9419,Hand Foot Mouth,2015,Amnat Charoen,34,7.0
9420,Hand Foot Mouth,2015,Amnat Charoen,35,2.0
9421,Hand Foot Mouth,2015,Amnat Charoen,36,7.0
9422,Hand Foot Mouth,2015,Amnat Charoen,37,10.0
9423,Hand Foot Mouth,2015,Amnat Charoen,38,5.0
9424,Hand Foot Mouth,2015,Amnat Charoen,39,4.0
9425,Hand Foot Mouth,2015,Amnat Charoen,40,9.0
9426,Hand Foot Mouth,2015,Amnat Charoen,41,2.0
9427,Hand Foot Mouth,2015,Amnat Charoen,42,2.0
9428,Hand Foot Mouth,2015,Amnat Charoen,43,2.0
9429,Hand Foot Mouth,2015,Amnat Charoen,44,5.0
9430,Hand Foot Mouth,2015,Amnat Charoen,45,5.0
9431,Hand Foot Mouth,2015,Amnat Charoen,46,1.0
9432,Hand Foot Mouth,2015,Amnat Charoen,47,3.0
9433,Hand Foot Mouth,2015,Amnat Charoen,48,2.0
9434,Hand Foot Mouth,2015,Amnat Charoen,49,1.0
9435,Hand Foot Mouth,2015,Amnat Charoen,50,1.0
9436,Hand Foot Mouth,2015,Amnat Charoen,51,2.0
9437,Hand Foot Mouth,2015,Amnat Charoen,52,5.0
9438,Hand Foot Mouth,2015,Bueng Kan,1,8.0
9439,Hand Foot Mouth,2015,Bueng Kan,2,8.0
9440,Hand Foot Mouth,2015,Bueng Kan,3,5.0
9441,Hand Foot Mouth,2015,Bueng Kan,4,2.0
9442,Hand Foot Mouth,2015,Bueng Kan,5,3.0
9443,Hand Foot Mouth,2015,Bueng Kan,6,1.0
9444,Hand Foot Mouth,2015,Bueng Kan,7,1.0
9445,Hand Foot Mouth,2015,Bueng Kan,8,1.0
9446,Hand Foot Mouth,2015,Bueng Kan,9,11.0
9447,Hand Foot Mouth,2015,Bueng Kan,10,4.0
9448,Hand Foot Mouth,2015,Bueng Kan,11,1.0
9449,Hand Foot Mouth,2015,Bueng Kan,12,4.0
9450,Hand Foot Mouth,2015,Bueng Kan,13,2.0
9451,Hand Foot Mouth,2015,Bueng Kan,14,2.0
9452,Hand Foot Mouth,2015,Bueng Kan,15,8.0
9453,Hand Foot Mouth,2015,Bueng Kan,16,1.0
9454,Hand Foot Mouth,2015,Bueng Kan,17,1.0
9455,Hand Foot Mouth,2015,Bueng Kan,18,1.0
9456,Hand Foot Mouth,2015,Bueng Kan,19,1.0
9457,Hand Foot Mouth,2015,Bueng Kan,20,2.0
9458,Hand Foot Mouth,2015,Bueng Kan,21,3.0
9459,Hand Foot Mouth,2015,Bueng Kan,22,9.0
9460,Hand Foot Mouth,2015,Bueng Kan,23,3.0
9461,Hand Foot Mouth,2015,Bueng Kan,24,17.0
9462,Hand Foot Mouth,2015,Bueng Kan,25,5.0
9463,Hand Foot Mouth,2015,Bueng Kan,26,12.0
9464,Hand Foot Mouth,2015,Bueng Kan,27,19.0
9465,Hand Foot Mouth,2015,Bueng Kan,28,15.0
9466,Hand Foot Mouth,2015,Bueng Kan,29,10.0
9467,Hand Foot Mouth,2015,Bueng Kan,30,4.0
9468,Hand Foot Mouth,2015,Bueng Kan,31,4.0
9469,Hand Foot Mouth,2015,Bueng Kan,32,2.0
9470,Hand Foot Mouth,2015,Bueng Kan,33,4.0
9471,Hand Foot Mouth,2015,Bueng Kan,34,8.0
9472,Hand Foot Mouth,2015,Bueng Kan,35,2.0
9473,Hand Foot Mouth,2015,Bueng Kan,36,5.0
9474,Hand Foot Mouth,2015,Bueng Kan,37,1.0
9475,Hand Foot Mouth,2015,Bueng Kan,38,2.0
9476,Hand Foot Mouth,2015,Bueng Kan,39,1.0
9477,Hand Foot Mouth,2015,Bueng Kan,40,2.0
9478,Hand Foot Mouth,2015,Bueng Kan,41,2.0
9479,Hand Foot Mouth,2015,Bueng Kan,42,1.0
9480,Hand Foot Mouth,2015,Bueng Kan,43,1.0
9481,Hand Foot Mouth,2015,Bueng Kan,44,8.0
9482,Hand Foot Mouth,2015,Bueng Kan,45,8.0
9483,Hand Foot Mouth,2015,Bueng Kan,46,1.0
9484,Hand Foot Mouth,2015,Bueng Kan,47,1.0
9485,Hand Foot Mouth,2015,Bueng Kan,48,1.0
9486,Hand Foot Mouth,2015,Bueng Kan,49,8.0
9487,Hand Foot Mouth,2015,Bueng Kan,50,1.0
9488,Hand Foot Mouth,2015,Bueng Kan,51,8.0
9489,Hand Foot Mouth,2015,Bueng Kan,52,8.0
9490,Hand Foot Mouth,2015,Nong Bua Lamphu,1,3.0
9491,Hand Foot Mouth,2015,Nong Bua Lamphu,2,1.0
9492,Hand Foot Mouth,2015,Nong Bua Lamphu,3,3.0
9493,Hand Foot Mouth,2015,Nong Bua Lamphu,4,3.0
9494,Hand Foot Mouth,2015,Nong Bua Lamphu,5,3.0
9495,Hand Foot Mouth,2015,Nong Bua Lamphu,6,2.0
9496,Hand Foot Mouth,2015,Nong Bua Lamphu,7,2.0
9497,Hand Foot Mouth,2015,Nong Bua Lamphu,8,4.0
9498,Hand Foot Mouth,2015,Nong Bua Lamphu,9,4.0
9499,Hand Foot Mouth,2015,Nong Bua Lamphu,10,4.0
9500,Hand Foot Mouth,2015,Nong Bua Lamphu,11,3.0
9501,Hand Foot Mouth,2015,Nong Bua Lamphu,12,4.0
9502,Hand Foot Mouth,2015,Nong Bua Lamphu,13,6.0
9503,Hand Foot Mouth,2015,Nong Bua Lamphu,14,4.0
9504,Hand Foot Mouth,2015,Nong Bua Lamphu,15,1.0
9505,Hand Foot Mouth,2015,Nong Bua Lamphu,16,2.0
9506,Hand Foot Mouth,2015,Nong Bua Lamphu,17,1.0
9507,Hand Foot Mouth,2015,Nong Bua Lamphu,18,2.0
9508,Hand Foot Mouth,2015,Nong Bua Lamphu,19,8.0
9509,Hand Foot Mouth,2015,Nong Bua Lamphu,20,8.0
9510,Hand Foot Mouth,2015,Nong Bua Lamphu,21,1.0
9511,Hand Foot Mouth,2015,Nong Bua Lamphu,22,3.0
9512,Hand Foot Mouth,2015,Nong Bua Lamphu,23,8.0
9513,Hand Foot Mouth,2015,Nong Bua Lamphu,24,8.0
9514,Hand Foot Mouth,2015,Nong Bua Lamphu,25,7.0
9515,Hand Foot Mouth,2015,Nong Bua Lamphu,26,12.0
9516,Hand Foot Mouth,2015,Nong Bua Lamphu,27,18.0
9517,Hand Foot Mouth,2015,Nong Bua Lamphu,28,26.0
9518,Hand Foot Mouth,2015,Nong Bua Lamphu,29,20.0
9519,Hand Foot Mouth,2015,Nong Bua Lamphu,30,6.0
9520,Hand Foot Mouth,2015,Nong Bua Lamphu,31,11.0
9521,Hand Foot Mouth,2015,Nong Bua Lamphu,32,3.0
9522,Hand Foot Mouth,2015,Nong Bua Lamphu,33,6.0
9523,Hand Foot Mouth,2015,Nong Bua Lamphu,34,8.0
9524,Hand Foot Mouth,2015,Nong Bua Lamphu,35,8.0
9525,Hand Foot Mouth,2015,Nong Bua Lamphu,36,7.0
9526,Hand Foot Mouth,2015,Nong Bua Lamphu,37,3.0
9527,Hand Foot Mouth,2015,Nong Bua Lamphu,38,3.0
9528,Hand Foot Mouth,2015,Nong Bua Lamphu,39,6.0
9529,Hand Foot Mouth,2015,Nong Bua Lamphu,40,3.0
9530,Hand Foot Mouth,2015,Nong Bua Lamphu,41,3.0
9531,Hand Foot Mouth,2015,Nong Bua Lamphu,42,8.0
9532,Hand Foot Mouth,2015,Nong Bua Lamphu,43,8.0
9533,Hand Foot Mouth,2015,Nong Bua Lamphu,44,8.0
9534,Hand Foot Mouth,2015,Nong Bua Lamphu,45,8.0
9535,Hand Foot Mouth,2015,Nong Bua Lamphu,46,8.0
9536,Hand Foot Mouth,2015,Nong Bua Lamphu,47,3.0
9537,Hand Foot Mouth,2015,Nong Bua Lamphu,48,8.0
9538,Hand Foot Mouth,2015,Nong Bua Lamphu,49,2.0
9539,Hand Foot Mouth,2015,Nong Bua Lamphu,50,2.0
9540,Hand Foot Mouth,2015,Nong Bua Lamphu,51,2.0
9541,Hand Foot Mouth,2015,Nong Bua Lamphu,52,1.0
9542,Hand Foot Mouth,2015,Khon Kaen,1,4.0
9543,Hand Foot Mouth,2015,Khon Kaen,2,8.0
9544,Hand Foot Mouth,2015,Khon Kaen,3,5.0
9545,Hand Foot Mouth,2015,Khon Kaen,4,9.0
9546,Hand Foot Mouth,2015,Khon Kaen,5,7.0
9547,Hand Foot Mouth,2015,Khon Kaen,6,15.0
9548,Hand Foot Mouth,2015,Khon Kaen,7,5.0
9549,Hand Foot Mouth,2015,Khon Kaen,8,9.0
9550,Hand Foot Mouth,2015,Khon Kaen,9,14.0
9551,Hand Foot Mouth,2015,Khon Kaen,10,11.0
9552,Hand Foot Mouth,2015,Khon Kaen,11,7.0
9553,Hand Foot Mouth,2015,Khon Kaen,12,6.0
9554,Hand Foot Mouth,2015,Khon Kaen,13,4.0
9555,Hand Foot Mouth,2015,Khon Kaen,14,6.0
9556,Hand Foot Mouth,2015,Khon Kaen,15,2.0
9557,Hand Foot Mouth,2015,Khon Kaen,16,4.0
9558,Hand Foot Mouth,2015,Khon Kaen,17,3.0
9559,Hand Foot Mouth,2015,Khon Kaen,18,5.0
9560,Hand Foot Mouth,2015,Khon Kaen,19,4.0
9561,Hand Foot Mouth,2015,Khon Kaen,20,10.0
9562,Hand Foot Mouth,2015,Khon Kaen,21,11.0
9563,Hand Foot Mouth,2015,Khon Kaen,22,8.0
9564,Hand Foot Mouth,2015,Khon Kaen,23,21.0
9565,Hand Foot Mouth,2015,Khon Kaen,24,26.0
9566,Hand Foot Mouth,2015,Khon Kaen,25,25.0
9567,Hand Foot Mouth,2015,Khon Kaen,26,28.0
9568,Hand Foot Mouth,2015,Khon Kaen,27,27.0
9569,Hand Foot Mouth,2015,Khon Kaen,28,18.0
9570,Hand Foot Mouth,2015,Khon Kaen,29,38.0
9571,Hand Foot Mouth,2015,Khon Kaen,30,13.0
9572,Hand Foot Mouth,2015,Khon Kaen,31,9.0
9573,Hand Foot Mouth,2015,Khon Kaen,32,23.0
9574,Hand Foot Mouth,2015,Khon Kaen,33,20.0
9575,Hand Foot Mouth,2015,Khon Kaen,34,15.0
9576,Hand Foot Mouth,2015,Khon Kaen,35,12.0
9577,Hand Foot Mouth,2015,Khon Kaen,36,17.0
9578,Hand Foot Mouth,2015,Khon Kaen,37,12.0
9579,Hand Foot Mouth,2015,Khon Kaen,38,18.0
9580,Hand Foot Mouth,2015,Khon Kaen,39,9.0
9581,Hand Foot Mouth,2015,Khon Kaen,40,16.0
9582,Hand Foot Mouth,2015,Khon Kaen,41,9.0
9583,Hand Foot Mouth,2015,Khon Kaen,42,5.0
9584,Hand Foot Mouth,2015,Khon Kaen,43,2.0
9585,Hand Foot Mouth,2015,Khon Kaen,44,4.0
9586,Hand Foot Mouth,2015,Khon Kaen,45,7.0
9587,Hand Foot Mouth,2015,Khon Kaen,46,6.0
9588,Hand Foot Mouth,2015,Khon Kaen,47,2.0
9589,Hand Foot Mouth,2015,Khon Kaen,48,2.0
9590,Hand Foot Mouth,2015,Khon Kaen,49,3.0
9591,Hand Foot Mouth,2015,Khon Kaen,50,4.0
9592,Hand Foot Mouth,2015,Khon Kaen,51,7.0
9593,Hand Foot Mouth,2015,Khon Kaen,52,8.0
9594,Hand Foot Mouth,2015,Udon Thani,1,11.0
9595,Hand Foot Mouth,2015,Udon Thani,2,5.0
9596,Hand Foot Mouth,2015,Udon Thani,3,35.0
9597,Hand Foot Mouth,2015,Udon Thani,4,16.0
9598,Hand Foot Mouth,2015,Udon Thani,5,17.0
9599,Hand Foot Mouth,2015,Udon Thani,6,13.0
9600,Hand Foot Mouth,2015,Udon Thani,7,9.0
9601,Hand Foot Mouth,2015,Udon Thani,8,12.0
9602,Hand Foot Mouth,2015,Udon Thani,9,7.0
9603,Hand Foot Mouth,2015,Udon Thani,10,3.0
9604,Hand Foot Mouth,2015,Udon Thani,11,8.0
9605,Hand Foot Mouth,2015,Udon Thani,12,5.0
9606,Hand Foot Mouth,2015,Udon Thani,13,2.0
9607,Hand Foot Mouth,2015,Udon Thani,14,2.0
9608,Hand Foot Mouth,2015,Udon Thani,15,8.0
9609,Hand Foot Mouth,2015,Udon Thani,16,8.0
9610,Hand Foot Mouth,2015,Udon Thani,17,3.0
9611,Hand Foot Mouth,2015,Udon Thani,18,2.0
9612,Hand Foot Mouth,2015,Udon Thani,19,1.0
9613,Hand Foot Mouth,2015,Udon Thani,20,8.0
9614,Hand Foot Mouth,2015,Udon Thani,21,11.0
9615,Hand Foot Mouth,2015,Udon Thani,22,8.0
9616,Hand Foot Mouth,2015,Udon Thani,23,12.0
9617,Hand Foot Mouth,2015,Udon Thani,24,26.0
9618,Hand Foot Mouth,2015,Udon Thani,25,22.0
9619,Hand Foot Mouth,2015,Udon Thani,26,9.0
9620,Hand Foot Mouth,2015,Udon Thani,27,12.0
9621,Hand Foot Mouth,2015,Udon Thani,28,14.0
9622,Hand Foot Mouth,2015,Udon Thani,29,11.0
9623,Hand Foot Mouth,2015,Udon Thani,30,6.0
9624,Hand Foot Mouth,2015,Udon Thani,31,9.0
9625,Hand Foot Mouth,2015,Udon Thani,32,11.0
9626,Hand Foot Mouth,2015,Udon Thani,33,8.0
9627,Hand Foot Mouth,2015,Udon Thani,34,15.0
9628,Hand Foot Mouth,2015,Udon Thani,35,8.0
9629,Hand Foot Mouth,2015,Udon Thani,36,8.0
9630,Hand Foot Mouth,2015,Udon Thani,37,12.0
9631,Hand Foot Mouth,2015,Udon Thani,38,7.0
9632,Hand Foot Mouth,2015,Udon Thani,39,10.0
9633,Hand Foot Mouth,2015,Udon Thani,40,5.0
9634,Hand Foot Mouth,2015,Udon Thani,41,7.0
9635,Hand Foot Mouth,2015,Udon Thani,42,3.0
9636,Hand Foot Mouth,2015,Udon Thani,43,1.0
9637,Hand Foot Mouth,2015,Udon Thani,44,3.0
9638,Hand Foot Mouth,2015,Udon Thani,45,4.0
9639,Hand Foot Mouth,2015,Udon Thani,46,6.0
9640,Hand Foot Mouth,2015,Udon Thani,47,4.0
9641,Hand Foot Mouth,2015,Udon Thani,48,1.0
9642,Hand Foot Mouth,2015,Udon Thani,49,6.0
9643,Hand Foot Mouth,2015,Udon Thani,50,4.0
9644,Hand Foot Mouth,2015,Udon Thani,51,4.0
9645,Hand Foot Mouth,2015,Udon Thani,52,1.0
9646,Hand Foot Mouth,2015,Loei,1,5.0
9647,Hand Foot Mouth,2015,Loei,2,7.0
9648,Hand Foot Mouth,2015,Loei,3,13.0
9649,Hand Foot Mouth,2015,Loei,4,19.0
9650,Hand Foot Mouth,2015,Loei,5,17.0
9651,Hand Foot Mouth,2015,Loei,6,17.0
9652,Hand Foot Mouth,2015,Loei,7,8.0
9653,Hand Foot Mouth,2015,Loei,8,13.0
9654,Hand Foot Mouth,2015,Loei,9,10.0
9655,Hand Foot Mouth,2015,Loei,10,19.0
9656,Hand Foot Mouth,2015,Loei,11,17.0
9657,Hand Foot Mouth,2015,Loei,12,8.0
9658,Hand Foot Mouth,2015,Loei,13,9.0
9659,Hand Foot Mouth,2015,Loei,14,2.0
9660,Hand Foot Mouth,2015,Loei,15,6.0
9661,Hand Foot Mouth,2015,Loei,16,4.0
9662,Hand Foot Mouth,2015,Loei,17,4.0
9663,Hand Foot Mouth,2015,Loei,18,7.0
9664,Hand Foot Mouth,2015,Loei,19,8.0
9665,Hand Foot Mouth,2015,Loei,20,5.0
9666,Hand Foot Mouth,2015,Loei,21,14.0
9667,Hand Foot Mouth,2015,Loei,22,19.0
9668,Hand Foot Mouth,2015,Loei,23,35.0
9669,Hand Foot Mouth,2015,Loei,24,29.0
9670,Hand Foot Mouth,2015,Loei,25,32.0
9671,Hand Foot Mouth,2015,Loei,26,21.0
9672,Hand Foot Mouth,2015,Loei,27,24.0
9673,Hand Foot Mouth,2015,Loei,28,28.0
9674,Hand Foot Mouth,2015,Loei,29,28.0
9675,Hand Foot Mouth,2015,Loei,30,14.0
9676,Hand Foot Mouth,2015,Loei,31,15.0
9677,Hand Foot Mouth,2015,Loei,32,15.0
9678,Hand Foot Mouth,2015,Loei,33,31.0
9679,Hand Foot Mouth,2015,Loei,34,4.0
9680,Hand Foot Mouth,2015,Loei,35,12.0
9681,Hand Foot Mouth,2015,Loei,36,19.0
9682,Hand Foot Mouth,2015,Loei,37,19.0
9683,Hand Foot Mouth,2015,Loei,38,18.0
9684,Hand Foot Mouth,2015,Loei,39,19.0
9685,Hand Foot Mouth,2015,Loei,40,12.0
9686,Hand Foot Mouth,2015,Loei,41,9.0
9687,Hand Foot Mouth,2015,Loei,42,7.0
9688,Hand Foot Mouth,2015,Loei,43,4.0
9689,Hand Foot Mouth,2015,Loei,44,2.0
9690,Hand Foot Mouth,2015,Loei,45,2.0
9691,Hand Foot Mouth,2015,Loei,46,2.0
9692,Hand Foot Mouth,2015,Loei,47,4.0
9693,Hand Foot Mouth,2015,Loei,48,4.0
9694,Hand Foot Mouth,2015,Loei,49,3.0
9695,Hand Foot Mouth,2015,Loei,50,4.0
9696,Hand Foot Mouth,2015,Loei,51,4.0
9697,Hand Foot Mouth,2015,Loei,52,2.0
9698,Hand Foot Mouth,2015,Nong Khai,1,3.0
9699,Hand Foot Mouth,2015,Nong Khai,2,2.0
9700,Hand Foot Mouth,2015,Nong Khai,3,4.0
9701,Hand Foot Mouth,2015,Nong Khai,4,3.0
9702,Hand Foot Mouth,2015,Nong Khai,5,8.0
9703,Hand Foot Mouth,2015,Nong Khai,6,2.0
9704,Hand Foot Mouth,2015,Nong Khai,7,2.0
9705,Hand Foot Mouth,2015,Nong Khai,8,8.0
9706,Hand Foot Mouth,2015,Nong Khai,9,3.0
9707,Hand Foot Mouth,2015,Nong Khai,10,9.0
9708,Hand Foot Mouth,2015,Nong Khai,11,1.0
9709,Hand Foot Mouth,2015,Nong Khai,12,2.0
9710,Hand Foot Mouth,2015,Nong Khai,13,1.0
9711,Hand Foot Mouth,2015,Nong Khai,14,3.0
9712,Hand Foot Mouth,2015,Nong Khai,15,1.0
9713,Hand Foot Mouth,2015,Nong Khai,16,1.0
9714,Hand Foot Mouth,2015,Nong Khai,17,8.0
9715,Hand Foot Mouth,2015,Nong Khai,18,1.0
9716,Hand Foot Mouth,2015,Nong Khai,19,3.0
9717,Hand Foot Mouth,2015,Nong Khai,20,1.0
9718,Hand Foot Mouth,2015,Nong Khai,21,8.0
9719,Hand Foot Mouth,2015,Nong Khai,22,2.0
9720,Hand Foot Mouth,2015,Nong Khai,23,1.0
9721,Hand Foot Mouth,2015,Nong Khai,24,8.0
9722,Hand Foot Mouth,2015,Nong Khai,25,1.0
9723,Hand Foot Mouth,2015,Nong Khai,26,8.0
9724,Hand Foot Mouth,2015,Nong Khai,27,8.0
9725,Hand Foot Mouth,2015,Nong Khai,28,1.0
9726,Hand Foot Mouth,2015,Nong Khai,29,2.0
9727,Hand Foot Mouth,2015,Nong Khai,30,2.0
9728,Hand Foot Mouth,2015,Nong Khai,31,2.0
9729,Hand Foot Mouth,2015,Nong Khai,32,5.0
9730,Hand Foot Mouth,2015,Nong Khai,33,8.0
9731,Hand Foot Mouth,2015,Nong Khai,34,1.0
9732,Hand Foot Mouth,2015,Nong Khai,35,3.0
9733,Hand Foot Mouth,2015,Nong Khai,36,5.0
9734,Hand Foot Mouth,2015,Nong Khai,37,3.0
9735,Hand Foot Mouth,2015,Nong Khai,38,1.0
9736,Hand Foot Mouth,2015,Nong Khai,39,7.0
9737,Hand Foot Mouth,2015,Nong Khai,40,8.0
9738,Hand Foot Mouth,2015,Nong Khai,41,3.0
9739,Hand Foot Mouth,2015,Nong Khai,42,5.0
9740,Hand Foot Mouth,2015,Nong Khai,43,2.0
9741,Hand Foot Mouth,2015,Nong Khai,44,2.0
9742,Hand Foot Mouth,2015,Nong Khai,45,8.0
9743,Hand Foot Mouth,2015,Nong Khai,46,2.0
9744,Hand Foot Mouth,2015,Nong Khai,47,2.0
9745,Hand Foot Mouth,2015,Nong Khai,48,8.0
9746,Hand Foot Mouth,2015,Nong Khai,49,5.0
9747,Hand Foot Mouth,2015,Nong Khai,50,13.0
9748,Hand Foot Mouth,2015,Nong Khai,51,7.0
9749,Hand Foot Mouth,2015,Nong Khai,52,2.0
9750,Hand Foot Mouth,2015,Maha Sarakham,1,4.0
9751,Hand Foot Mouth,2015,Maha Sarakham,2,7.0
9752,Hand Foot Mouth,2015,Maha Sarakham,3,10.0
9753,Hand Foot Mouth,2015,Maha Sarakham,4,9.0
9754,Hand Foot Mouth,2015,Maha Sarakham,5,6.0
9755,Hand Foot Mouth,2015,Maha Sarakham,6,10.0
9756,Hand Foot Mouth,2015,Maha Sarakham,7,5.0
9757,Hand Foot Mouth,2015,Maha Sarakham,8,7.0
9758,Hand Foot Mouth,2015,Maha Sarakham,9,6.0
9759,Hand Foot Mouth,2015,Maha Sarakham,10,4.0
9760,Hand Foot Mouth,2015,Maha Sarakham,11,2.0
9761,Hand Foot Mouth,2015,Maha Sarakham,12,7.0
9762,Hand Foot Mouth,2015,Maha Sarakham,13,8.0
9763,Hand Foot Mouth,2015,Maha Sarakham,14,8.0
9764,Hand Foot Mouth,2015,Maha Sarakham,15,8.0
9765,Hand Foot Mouth,2015,Maha Sarakham,16,2.0
9766,Hand Foot Mouth,2015,Maha Sarakham,17,8.0
